pct_mouse_click,pct_scroll_move,pct_doubleclick,pct_input,page_activity_duration,pct_click,pct_mouse_move,wild_mouse_duration,scroll_move_total_rel_distance,session_start
17.45615,38.05369,15.41749,0.00415,15.33573,10.85034,15.90918,9.19049,14.27657,1670187096
11.8644,40.46171,16.24497,0.42048,14.81191,17.12641,12.03032,13.9532,14.42797,1553439661
17.45615,38.05369,15.41749,0.00415,15.33573,10.85034,15.90918,9.19049,14.27657,1670187096
12.72857,56.33448,14.08937,0.03255,15.22084,11.60168,16.54833,11.39015,11.89465,1694340761
13.32603,48.68002,14.17588,0.00667,15.50588,12.672330852066715,16.71396,9.79916,13.41101,1607259792
15.35198,52.4071,14.82961,0.01394,12.2412,10.70486,14.35689,10.54277,12.37183,1559662635
12.72857,56.33448,14.08937,0.03255,15.22084,11.60168,16.54833,11.39015,11.89465,1694340761
13.32603,48.68002,14.17588,0.00667,15.50588,12.672330852066715,16.71396,9.79916,13.41101,1607259792
15.35198,52.4071,14.82961,0.01394,12.2412,10.70486,14.35689,10.54277,12.37183,1559662635
12.72857,56.33448,14.08937,0.03255,15.22084,11.60168,16.54833,11.39015,11.89465,1694340761
13.32603,48.68002,14.17588,0.00667,15.50588,12.672330852066715,16.71396,9.79916,13.41101,1607259792
15.35198,52.4071,14.82961,0.01394,12.2412,10.70486,14.35689,10.54277,12.37183,1559662635
15.92857,36.0289,11.71668,0.04525,11.52695,11.83191,15.49274,11.71677,13.87488,1602601756
13.11344,48.4686,16.28153,0.07798,14.6682,10.2366,16.22205,12.26631,13.29906,1628643043
13.6533,50.30966,13.84765,0.1408,10.26484,12.38208,13.84459,12.86027,11.72344,1670246397
18.5664,74.19299,12.28906,0.17583,17.14278,14.22237,13.16579,13.08251,12.62734,1569151747
16.15048,47.99437,15.12526,0.20539,11.89391,12.87997,14.02503,13.23679,13.18611,1612514988
16.08466,44.97271,14.47154,0.10644,16.45002,14.54126,16.76207,12.57744,13.79203,1593471613
16.89383,37.92151,12.96558,0.01108,16.18112,13.18386,15.56988,10.31755,12.89103,1626069754
15.69565,43.21757,16.13928,0.22499,13.66622,9.28119,12.44916,13.32703,13.33809,1635942378
16.15048,47.99437,15.12526,0.20539,11.89391,12.87997,14.02503,13.23679,13.18611,1612514988
16.08466,44.97271,14.47154,0.10644,16.45002,14.54126,16.76207,12.57744,13.79203,1593471613
16.89383,37.92151,12.96558,0.01108,16.18112,13.18386,15.56988,10.31755,12.89103,1626069754
15.69565,43.21757,16.13928,0.22499,13.66622,9.28119,12.44916,13.32703,13.33809,1635942378
14.7732,46.03359,11.80386,0.01744,11.99321,12.06752,15.58509,10.76372,15.53753,1693387769
18.53668,60.39344,14.32168,0.01729,13.22061,9.49099,13.61722,10.76781,14.43035,1663213675
14.12087,70.7302,15.21972,0.0207,11.08924,10.67692,16.70912,10.92716,13.17857,1586944516
14.99892,42.66504,14.41691,0.02789,14.88951,12.02262,15.08464,11.23189,13.91052,1583908331
14.7732,46.03359,11.80386,0.01744,11.99321,12.06752,15.58509,10.76372,15.53753,1693387769
18.53668,60.39344,14.32168,0.01729,13.22061,9.49099,13.61722,10.76781,14.43035,1663213675
14.12087,70.7302,15.21972,0.0207,11.08924,10.67692,16.70912,10.92716,13.17857,1586944516
14.99892,42.66504,14.41691,0.02789,14.88951,12.02262,15.08464,11.23189,13.91052,1583908331
14.7732,46.03359,11.80386,0.01744,11.99321,12.06752,15.58509,10.76372,15.53753,1693387769
18.53668,60.39344,14.32168,0.01729,13.22061,9.49099,13.61722,10.76781,14.43035,1663213675
14.12087,70.7302,15.21972,0.0207,11.08924,10.67692,16.70912,10.92716,13.17857,1586944516
14.99892,42.66504,14.41691,0.02789,14.88951,12.02262,15.08464,11.23189,13.91052,1583908331
15.98214,43.81703,14.5013,0.01385,12.84232,10.59725,15.0718,10.53604,13.38058,1608161547
15.98214,43.81703,14.5013,0.01385,12.84232,10.59725,15.0718,10.53604,13.38058,1608161547
15.23305,45.49844,14.88414,0.09539,11.46401,12.31455,13.94054,12.46949,12.24271,1618662415
12.97491,79.42623,12.39832,0.00191,9.13576,11.41242,16.54185,8.36752,11.24424,1627889933
17.25434,56.98694,14.48494,0.71634,16.51396,14.08743,13.66743,14.48655,12.6173,1680395270
15.23305,45.49844,14.88414,0.09539,11.46401,12.31455,13.94054,12.46949,12.24271,1618662415
12.97491,79.42623,12.39832,0.00191,9.13576,11.41242,16.54185,8.36752,11.24424,1627889933
17.25434,56.98694,14.48494,0.71634,16.51396,14.08743,13.66743,14.48655,12.6173,1680395270
13.23474,43.54674,15.837,0.06901,14.97518,11.00653,15.55621,12.14527,13.10295,1583516213
15.17193,41.2737,15.51389,0.01423,14.54045,10.32573,14.64723,10.56708,13.96826,1664351640
13.46007,75.59445,18.66901,0.75742,14.12538,12.75604,16.70892,14.54186,13.15804,1586659874
17.64889,46.36271,14.48325,0.10002,13.08329,12.058,13.89165,12.51673,13.91588,1670343066
14.17182,70.00145,17.59534,0.10357,13.48235,9.06048,14.46279,12.55002,12.08014,1603474946
14.49438,50.90739,10.52003,0.04073,11.35335,11.38409,14.40469,11.61854,13.63189,1642149588
14.72908,54.8696,17.5386,0.01997,14.44508,12.33493,16.95099,10.88945,13.50731,1599154114
10.32515,79.5832,15.02832,1.26337,14.46423,15.63986,11.68729,15.05382,13.99705,1546070496
14.35756,52.64459,12.53714,0.05924,11.6715,11.3505,14.56777,11.99005,14.00541,1683491683
16.35518,45.03597,14.39364,0.06207,15.15917,11.54278,13.41744,12.03729,15.12361,1588632306
11.93473,52.8231,13.71628,0.00556,10.50624,12.58852,15.25158,9.61908,13.74428,1646233678
14.2629,60.16963,14.46582,0.03938,12.38084,12.58465,14.86493,11.57356,14.29226,1586016969
13.63646,49.7709,18.83556,0.18326,12.3706,9.17809,14.60082,13.12487,13.49694,1594628419
11.60557,24.66957,14.61888,1.14533,14.98219,15.06862,11.16561,14.95595,12.49933,1624537670
13.43022,60.4428,18.46722,0.50176,13.21927,11.438,15.10426,14.1292,12.94765,1587713987
13.52181,62.89192,15.15576,0.02624,9.9723,10.59209,15.50558,11.18242,12.75154,1562220014
13.42818,50.0125,11.63095,0.01203,12.41031,10.97272,14.73639,10.40117,13.24721,1541803393
17.6542,51.58514,15.46575,0.00473,14.51001,10.22876,16.14961,9.42672,14.3422,1620915611
12.88005,52.50463,16.2718,1.12415,15.46271,15.07533,13.6433,14.93703,12.63782,1667173137
16.74294,42.42144,14.05023,0.01235,15.27375,10.21199,13.14365,10.41768,12.89653,1693970858
15.87362,41.01087,12.38793,0.29628,12.08763,12.78549,13.86367,13.60481,13.82641,1569818519
13.01653,58.42842,17.13584,0.42583,13.83276,15.67868,10.61042,13.96566,13.54683,1619479199
16.19615,56.60153,11.33522,0.01621,8.90457,15.9759,17.03514,10.71338,13.97542,1686349345
16.83159,49.20356,15.02152,0.19124,12.10218,12.68749,13.34823,13.16427,13.64591,1567415392
16.37236,56.87977,12.4698,0.00827,15.75369,10.56035,13.46012,9.97783,10.81741,1560682403
15.39714,76.2615,15.51773,0.01562,12.2872,11.06988,15.3635,10.64848,15.00181,1588210139
14.43429,28.05067,14.92627,0.01819,14.46966,10.49079,15.14675,10.80669,13.55204,1619286762
15.9963,62.04189,12.38931,0.07676,16.7435,14.57427,15.47512,12.25344,12.24516,1695427328
15.86589,57.92298,15.14498,0.00559,13.76374,10.6751,17.13247,9.67924,12.89035,1666562003
11.64978,57.08964,16.68748,0.04526,13.03012,10.44812,16.85864,11.72144,14.49832,1620390986
15.26006,44.16638,16.41287,0.03185,14.09822,9.86245,14.44441,11.36773,13.88941,1629692209
14.63447,47.26962,17.13082,0.8504,15.33424,12.65357,14.87632,14.65793,12.64047,1635585150
13.26156,45.34516,12.33174,0.0184,13.75697,10.73887,15.79006,10.82882,13.96973,1605680579
13.01308,31.08468,14.43831,0.0953,11.52821,13.70165,14.60983,12.46964,11.66322,1580475276
15.41422,63.16693,15.54054,0.00756,12.34788,10.26518,15.62088,9.88492,13.40736,1649022657
14.97312,65.0191,14.95731,0.01482,12.50784,11.33188,15.46426,10.60286,12.89498,1620690533
17.93582,39.72864,9.99443,0.09319,9.48538,13.93386,16.4566,12.44527,12.9914,1651482479
13.01308,31.08468,14.43831,0.0953,11.52821,13.70165,14.60983,12.46964,11.66322,1580475276
15.41422,63.16693,15.54054,0.00756,12.34788,10.26518,15.62088,9.88492,13.40736,1649022657
14.97312,65.0191,14.95731,0.01482,12.50784,11.33188,15.46426,10.60286,12.89498,1620690533
17.93582,39.72864,9.99443,0.09319,9.48538,13.93386,16.4566,12.44527,12.9914,1651482479
15.23698,71.07686,13.46642,0.0265,15.79372,11.43631,14.60959,11.1836,12.55107,1676945793
11.74415,58.54515,14.36703,0.84922,17.43967,15.71867,11.67771,14.65639,11.89368,1646649340
15.23698,71.07686,13.46642,0.0265,15.79372,11.43631,14.60959,11.1836,12.55107,1676945793
11.74415,58.54515,14.36703,0.84922,17.43967,15.71867,11.67771,14.65639,11.89368,1646649340
14.74623,50.34337,15.8997,0.00695,15.16423,11.42481,16.20279,9.82379,13.55389,1571868463
13.56054,57.39655,13.62679,0.09447,13.4082,10.43594,13.13091,12.45833,13.90034,1638562210
12.60791,77.83394,15.30732,0.14223,10.32991,13.40221,15.47038,12.86849,12.42169,1538854251
12.05433,54.59781,13.18543,0.00438,11.04737,12.26127,15.61935,9.38947,13.60385,1587766415
17.57755,59.83852,12.1636,0.00624,16.85457,12.63263,14.40433,9.64414,14.3988,1674125941
19.50481,39.01652,10.79031,0.47504,8.50345,14.6383,15.72804,14.07557,12.82854,1669446038
12.95208,75.72702,17.43858,0.07946,14.70844,11.83845,17.89231,12.28529,12.66301,1653730508
12.05433,54.59781,13.18543,0.00438,11.04737,12.26127,15.61935,9.38947,13.60385,1587766415
17.57755,59.83852,12.1636,0.00624,16.85457,12.63263,14.40433,9.64414,14.3988,1674125941
19.50481,39.01652,10.79031,0.47504,8.50345,14.6383,15.72804,14.07557,12.82854,1669446038
12.95208,75.72702,17.43858,0.07946,14.70844,11.83845,17.89231,12.28529,12.66301,1653730508
15.40669,50.56448,14.93008,0.09374,11.12569,11.86091,13.81095,12.45069,13.88459,1681867413
11.59135,45.81002,15.0076,0.81827,15.31642,13.65768,12.34907,14.61967,13.84878,1693776318
14.28471,62.35819,12.18084,0.03163,11.13033,13.52504,15.41516,11.35511,12.32265,1617983587
15.0509,47.72762,15.37464,0.01223,13.01723,11.38621,16.18974,10.38718,14.44083,1628711678
16.86785,80.67442,14.75088,0.31158,15.79832,13.22143,12.6941,13.65377,13.92528,1565891478
15.53959,46.06606,15.02251,0.01789,13.53075,12.00666,15.50885,10.7848,12.04768,1549041419
13.64134,33.72437,18.99988,0.10618,12.3987,10.19859,15.14928,12.57611,11.6493,1569082036
17.60997,34.29831,12.06556,0.01406,16.17628,11.35087,13.14439,10.55623,12.35172,1551516548
15.7997,59.32188,14.63099,0.03341,15.12921,11.29971,14.299,11.41639,14.5678,1690287623
10.72842,71.63773,14.57216,0.89001,15.26031,16.37266,12.79844,14.70331,14.51603,1675229660
16.53165,74.56332,10.09577,0.04299,9.00303,12.27602,15.31526,11.67141,13.79318,1579731814
13.2441,54.9816,13.64507,0.01063,13.27937,10.81505,16.11589,10.27731,15.51429,1683755876
16.11735,42.95033,15.32635,0.01614,14.50711,12.79994,15.81535,10.69711,12.61451,1646837535
13.87678,72.18634,15.58837,0.26979,15.60846,13.59622,16.53798,13.50923,13.10727,1624916923
12.33893,49.52639,14.68397,0.42251,10.69627,15.02855,14.58669,13.95879,12.40771,1584183310
17.67098,46.80896,15.56153,0.7674,16.46765,15.61255,14.35846,14.55563,12.69777,1668642184
14.42589,43.51496,13.11823,0.02306,11.43843,12.55716,14.85953,11.03858,12.05388,1600961236
10.86621,34.72907,15.07256,0.34487,15.94691,15.60759,11.94672,13.75511,14.50039,1673311050
13.32814,55.60214,14.96519,0.05025,14.47089,10.19347,15.68016,11.81699,13.35462,1618980393
15.0253,57.48621,13.89143,0.04752,15.59239,13.01366,15.41014,11.77186,14.5033,1652832239
10.86621,34.72907,15.07256,0.34487,15.94691,15.60759,11.94672,13.75511,14.50039,1673311050
13.32814,55.60214,14.96519,0.05025,14.47089,10.19347,15.68016,11.81699,13.35462,1618980393
15.0253,57.48621,13.89143,0.04752,15.59239,13.01366,15.41014,11.77186,14.5033,1652832239
10.86621,34.72907,15.07256,0.34487,15.94691,15.60759,11.94672,13.75511,14.50039,1673311050
13.32814,55.60214,14.96519,0.05025,14.47089,10.19347,15.68016,11.81699,13.35462,1618980393
15.0253,57.48621,13.89143,0.04752,15.59239,13.01366,15.41014,11.77186,14.5033,1652832239
13.74219,55.45539,14.68792,0.30716,10.71339,13.92747,13.49203,13.64021,12.56103,1647821797
14.89768,70.75838,14.23785,0.26183,10.90404,12.90165,13.56023,13.47933,12.62536,1556754697
15.78547,63.33215,10.61208,0.02402,10.74737,11.46959,15.38793,11.08346,12.19113,1584920468
12.111,65.24328,14.88219,0.12777,9.82262,13.13288,15.44284,12.75869,14.69568,1599140439
14.59403,57.40402,15.93477,0.00694,12.34742,10.76299,16.48293,9.85408,13.60555,1613996252
15.78547,63.33215,10.61208,0.02402,10.74737,11.46959,15.38793,11.08346,12.19113,1584920468
12.111,65.24328,14.88219,0.12777,9.82262,13.13288,15.44284,12.75869,14.69568,1599140439
14.59403,57.40402,15.93477,0.00694,12.34742,10.76299,16.48293,9.85408,13.60555,1613996252
13.58993,69.58247,14.92009,0.12927,9.70461,11.90169,15.29205,12.77375,12.15994,1616273756
16.06665,54.50196,13.28305,0.01095,15.19678,9.94255,13.59965,10.29761,13.82841,1652246939
10.47716,21.02464,14.68791,0.42909,16.89328,16.82987,12.40591,13.9748,13.90861,1566781966
14.51366,66.16425,12.6473,0.03735,13.3727,11.25088,13.64316,11.53052,11.10265,1552316191
12.08795,74.15655,15.48868,0.7349,16.30483,15.08135,11.93523,14.51179,12.48845,1620692334
16.8637,78.73797,10.72169,0.06883,8.36983,12.16292,14.56994,12.14334,13.0727,1562232356
12.23707,46.14502,15.07972,0.29524,9.62351,13.62041,15.5758,13.59992,15.71326,1601157547
16.58578,53.39587,15.1022,0.02706,12.87013,11.05362,15.08286,11.20119,11.5485,1676277908
14.41524,53.57586,13.4228,0.07843,12.47998,9.4579,15.6037,12.27261,13.03882,1667470430
11.39658,58.34083,15.3643,0.38896,14.55973,15.67358,10.66679,13.8755,14.47414,1626133212
14.19479,34.93861,17.17658,0.22453,14.24429,13.27106,16.18194,13.32472,12.86123,1670487694
11.55109,77.03853,15.07808,0.38893,17.00367,15.32108,13.83847,13.87549,15.22249,1683403362
16.30704,65.64361,15.52096,0.00805,12.54126,9.62439,16.56056,10.00612,14.55934,1588517317
15.79073,64.82276,15.40592,0.01977,12.26861,10.97425,15.07029,10.89064,14.19357,1611428607
13.44858,54.30816,13.91553,0.01135,15.69261,12.46054,17.37723,10.35871,13.77977,1646126217
12.5628,80.85415,15.94643,0.11713,10.28051,13.34179,16.75169,12.67324,15.2811,1594086968
16.57152,39.31311,14.37369,0.04896,12.39622,11.60624,12.93147,11.80565,12.13127,1619981430
15.50931,33.49119,15.14854,0.00706,14.07245,9.32859,13.95944,9.84979,13.5623,1618367466
13.90125,57.99915,14.99841,0.0368,14.51515,11.56722,16.05628,11.51552,14.5447,1545916941
15.20346,64.33611,14.77976,0.69164,9.98004,13.02002,13.21811,14.45168,13.20009,1680786293
14.49884,46.24777,14.37962,0.06006,12.47412,12.89079,14.71031,12.00306,13.7738,1575413300
17.07032,61.88507,11.59693,0.50148,14.75056,10.92383,13.72882,14.13014,12.82758,1553551595
16.55291,53.84408,12.32981,0.01155,16.01175,11.45963,13.77412,10.3399,12.15595,1552205668
15.86221,58.83069,16.1749,0.00663,12.14897,9.57585,17.28434,9.81092,13.42823,1641148125
15.5979,48.75323,12.53618,0.00765,16.35246,11.05307,14.65884,9.96999,14.16986,1575747114
14.62061,51.00854,15.88663,0.04016,14.53186,10.42947,14.78503,11.59942,14.48266,1541804256
15.73751,60.15437,14.85059,0.06025,11.05704,10.72377,15.40312,12.00405,15.36093,1642439484
14.39926,53.58593,17.44881,1.17073,14.64408,12.76304,12.62193,14.97761,13.89688,1677751932
11.80907,24.97914,15.53309,0.42914,16.01394,13.93652,12.08667,13.9737,13.35817,1695092142
14.05202,46.75596,14.55576,0.08283,11.12038,12.39425,15.13358,12.32847,11.52791,1650948540
14.46989,56.03804,15.49607,0.00414,12.71509,10.6192,15.91242,9.32614,13.40644,1568893783
13.18941,53.73957,13.38206,0.03645,13.95431,10.61303,16.03944,11.50958,15.01116,1642144607
16.83117,65.70887,9.92748,0.0283,9.60255,13.2317,16.0715,11.24888,14.13632,1653174734
14.17214,43.49268,13.66384,0.01033,11.51897,11.75176,16.63366,10.22719,13.98475,1588032563
13.48914,51.36309,13.72952,0.04494,11.29074,13.13639,14.92623,11.71455,14.01577,1618637263
12.70031,51.41991,12.34391,0.03467,14.85537,11.5996,11.92046,11.45951,14.06418,1610158087
14.77296,60.02226,14.10373,0.0284,15.22212,10.89919,15.35212,11.25137,13.44074,1674668057
15.99887,64.84935,13.26404,0.00369,14.81232,9.38117,13.05022,9.23373,13.47544,1583412869
13.383,55.35097,14.57779,0.07007,12.75313,11.67998,14.88644,12.15517,13.04221,1598330438
15.19393,51.48204,10.05008,0.03647,9.92732,12.02774,14.1398,11.50836,13.04132,1584628645
13.03807,40.6536,17.71997,0.609,14.46618,12.42574,16.07944,14.32411,13.62312,1586614980
13.87103,53.06783,16.38183,0.03652,12.08682,13.03977,17.67244,11.51557,14.27531,1675201255
15.76055,29.46988,13.52369,0.1522,11.26109,11.97895,12.56366,12.93738,13.09892,1647589248
14.56908,66.30268,17.94158,0.07119,13.14258,9.2689,14.10909,12.17421,13.24752,1591604247
15.01561,33.90112,14.39546,0.03118,9.98684,14.95428,14.79711,11.35195,15.06482,1674598192
12.72962,60.89586,17.80432,0.12212,13.35646,10.57162,16.5588,12.71654,14.95896,1616149617
16.4229,26.14082,12.65031,0.00864,15.97555,12.88164,15.33099,10.06379,13.46437,1640974198
14.43656,64.22273,14.86164,0.00706,15.03589,10.55445,15.89006,9.84031,14.41178,1675520521
16.22373,54.96232,11.63654,0.20085,12.55432,12.38631,13.2956,13.21296,14.0433,1690573605
17.07191,59.30417,15.23417,0.00808,13.39026,9.86739,16.34163,10.00248,13.94602,1613085644
12.9597,54.83376,17.21382,0.26834,15.52146,14.53145,11.09606,13.50393,13.39447,1605371170
16.22373,54.96232,11.63654,0.20085,12.55432,12.38631,13.2956,13.21296,14.0433,1690573605
17.07191,59.30417,15.23417,0.00808,13.39026,9.86739,16.34163,10.00248,13.94602,1613085644
12.9597,54.83376,17.21382,0.26834,15.52146,14.53145,11.09606,13.50393,13.39447,1605371170
14.40411,67.40442,11.46463,0.03099,12.15655,11.42053,15.29556,11.32657,12.23383,1634850623
17.04423,60.14819,10.76568,0.07426,11.5881,9.26385,15.40113,12.21951,13.87543,1610189982
15.06904,41.69108,13.78786,0.15191,15.90506,13.75588,14.98516,12.93564,12.85965,1606884143
14.40411,67.40442,11.46463,0.03099,12.15655,11.42053,15.29556,11.32657,12.23383,1634850623
17.04423,60.14819,10.76568,0.07426,11.5881,9.26385,15.40113,12.21951,13.87543,1610189982
15.06904,41.69108,13.78786,0.15191,15.90506,13.75588,14.98516,12.93564,12.85965,1606884143
14.40411,67.40442,11.46463,0.03099,12.15655,11.42053,15.29556,11.32657,12.23383,1634850623
17.04423,60.14819,10.76568,0.07426,11.5881,9.26385,15.40113,12.21951,13.87543,1610189982
15.06904,41.69108,13.78786,0.15191,15.90506,13.75588,14.98516,12.93564,12.85965,1606884143
16.3131,18.42089,15.73297,0.04841,14.93652,11.90896,14.66445,11.79482,12.83084,1568682991
13.43563,52.7098,12.1722,0.03769,9.63178,13.19093,14.0034,11.53922,14.5546,1684031825
14.82972,34.91167,12.85697,0.1328,13.75259,11.80301,13.7444,12.79909,12.90548,1617064725
16.3131,18.42089,15.73297,0.04841,14.93652,11.90896,14.66445,11.79482,12.83084,1568682991
13.43563,52.7098,12.1722,0.03769,9.63178,13.19093,14.0034,11.53922,14.5546,1684031825
14.82972,34.91167,12.85697,0.1328,13.75259,11.80301,13.7444,12.79909,12.90548,1617064725
16.39517,47.16861,15.99816,0.0535,12.40686,12.01093,15.71289,11.88909,12.23378,1619291888
13.10416,76.11639,15.79901,0.08362,14.59513,10.86891,15.44,12.338,13.44409,1555556489
18.9589,41.46769,11.77866,0.78772,11.65384,12.68319,14.84767,14.58138,13.39119,1655614373
14.93405,34.78371,13.61958,0.00235,15.48888,10.81054,16.57334,8.74295,14.70464,1642653227
17.44456,67.47065,13.84073,0.04447,16.51578,14.09875,14.77182,11.70886,13.24976,1587762742
13.97336,52.2051,17.3465,0.19961,14.47956,11.42228,15.89363,13.20844,14.38046,1656550492
14.04339,33.99281,16.54982,1.18027,15.69511,12.36383,12.77191,14.98574,13.43242,1654324766
15.8548,34.43396,11.52256,0.05817,11.02143,12.455,16.23508,11.97152,12.21684,1641116537
13.10416,76.11639,15.79901,0.08362,14.59513,10.86891,15.44,12.338,13.44409,1555556489
18.9589,41.46769,11.77866,0.78772,11.65384,12.68319,14.84767,14.58138,13.39119,1655614373
14.93405,34.78371,13.61958,0.00235,15.48888,10.81054,16.57334,8.74295,14.70464,1642653227
17.44456,67.47065,13.84073,0.04447,16.51578,14.09875,14.77182,11.70886,13.24976,1587762742
13.97336,52.2051,17.3465,0.19961,14.47956,11.42228,15.89363,13.20844,14.38046,1656550492
14.04339,33.99281,16.54982,1.18027,15.69511,12.36383,12.77191,14.98574,13.43242,1654324766
15.8548,34.43396,11.52256,0.05817,11.02143,12.455,16.23508,11.97152,12.21684,1641116537
15.40497,37.73741,14.15416,0.11994,11.86253,12.59156,13.77132,12.69782,14.09243,1597111584
14.47043,39.46651,16.75462,0.04316,13.27259,9.90052,13.73709,11.67371,13.12583,1660331699
14.13942,47.02359,12.29956,0.04975,11.59315,13.67451,15.15763,11.81463,13.47444,1551613706
12.33253,43.90138,15.21347,0.45581,15.77469,14.48662,11.5486,14.03431,13.96731,1559324561
14.81915,52.11645,15.59903,0.02513,12.51963,12.36704,15.2334,11.12411,13.06331,1638045894
13.70381,63.67491,13.82003,0.04434,13.50956,12.88645,13.2056,11.69842,13.14568,1585143250
12.61584,60.38985,17.75494,0.11233,14.48374,12.2773,17.85785,12.6312,13.25493,1565828400
12.97238,38.46198,11.94664,0.00891,10.79107,13.51083,14.64656,10.07393,12.82147,1659448706
15.14571,52.63716,15.52694,0.09055,12.18756,12.86017,15.72612,12.417,15.2061,1553338593
13.56999,50.20819,15.33345,0.04239,14.52508,11.29509,15.71794,11.65031,12.41354,1664709180
10.98101,63.60945,13.79246,0.00686,14.16905,9.12737,15.36069,9.77804,14.13197,1671117394
13.9834,52.09885448239955,16.77679,0.16046,14.29962,10.49434,14.93212,12.99035,14.82733,1597973633
14.39843,71.3187,17.02566,0.01941,14.09335,10.50253,15.00822,10.8641,12.87845,1551182860
15.58481,50.55593,13.42678,0.07157,10.55623,11.56614,15.22597,12.18372,12.42773,1563768886
