col_0,col_1,col_2,col_3,col_4,sex_F,sex_M,new_user_id,race_0,race_1,race_2,user_id,pct_mouse_click,pct_scroll_move,pct_doubleclick,pct_input,page_activity_duration,pct_click,pct_mouse_move,pct_scrandom,pct_scroll_move_duration,mouse_move_total_rel_distance,product_ean,pct_rage_click,pct_wild_mouse,session_duration,wild_mouse_duration,session_id,pct_click_product_info,scroll_move_total_rel_distance,total_load_time,screen_width,screen_height,birthdate,registration,timestamp,session_start
0,0,0,0,1,1.0,0.0,215,0,1,0,215,11.5643,62.0473,15.12262,0.38554,15.76373,14.75464,11.62929,26.28046,11.66077,12.88937,9582081073865,56.47507,37.59244,145.80752,13.86662,1152236,38.33468,15.40438,1.27095,1280,600,19130223.0,20230427.0,1690454813,1690454813
0,0,0,1,0,1.0,0.0,215,1,0,0,215,13.27135,48.24043,11.96152,0.05645,14.3914,10.50032,13.87163,32.24003,19.22311,13.41551,3789945880744,44.01507,48.94428,191.58024,11.94135,892369,61.79217,13.3769,1.99831,1024,800,19130223.0,20230427.0,1689895323,1689895323
0,0,0,1,0,1.0,0.0,215,0,1,1,215,12.90092,31.28739,15.60763,0.01919,11.56976,12.26743,16.88829,55.11029,18.10373,15.11676,4244613161352,59.62938,34.17621,190.0982,10.86263,58072,45.62967,13.32382,9.19592,1280,768,19130223.0,20230427.0,1615325347,1615325347
0,0,0,0,1,1.0,0.0,215,0,1,0,215,12.28762,52.2502,15.49575,0.20466,16.50563,15.19961,10.46866,64.05072,10.2244,12.57967,5744014807785,39.41124,29.7294,274.46508,13.23227,394801,42.53122,12.81482,1.45932,1280,768,19130223.0,20230427.0,1597623876,1597623876
0,0,0,1,0,0.0,1.0,366,0,1,1,366,13.09441,60.71145,16.78834,0.1251,13.754,10.56094,15.45232,46.15871,16.28436,15.34547,1273999359643,57.41449,63.99119,104.64411,12.7412,1121254,64.34859,12.38242,8.97493,1280,800,19330514.0,20190405.0,1569454504,1569454504
0,1,0,0,0,1.0,0.0,366,0,1,0,366,13.26376,67.74167,15.06656,0.19723,10.99364,13.98998,14.70276,34.90099,12.24841,11.4609,7280760680916,56.82604,51.80002,134.61897,13.19667,176927,64.32351,13.42201,1.59623,1920,800,19330514.0,20190405.0,1582208275,1582208275
0,0,0,0,1,1.0,0.0,366,0,0,1,366,16.75161,52.37423,11.48054,0.31722,10.27289,13.42796,13.60132,56.55433,10.36259,12.96036,1019194825510,57.15734,50.75443,160.36534,13.67244,227433,61.77678,14.9169,0.86261,1920,1024,19330514.0,20190405.0,1584931442,1584931442
0,0,0,1,0,0.0,1.0,2590,0,0,1,366,13.09441,60.71145,16.78834,0.1251,13.754,10.56094,15.45232,46.15871,16.28436,15.34547,1273999359643,57.41449,63.99119,104.64411,12.7412,1121254,64.34859,12.38242,8.97493,1280,800,19780225.0,20150429.0,1569454504,1569454504
0,1,0,0,0,0.0,1.0,2590,0,0,1,366,13.26376,67.74167,15.06656,0.19723,10.99364,13.98998,14.70276,34.90099,12.24841,11.4609,7280760680916,56.82604,51.80002,134.61897,13.19667,176927,64.32351,13.42201,1.59623,1920,800,19780225.0,20150429.0,1582208275,1582208275
0,0,0,0,1,0.0,1.0,2590,0,0,1,366,16.75161,52.37423,11.48054,0.31722,10.27289,13.42796,13.60132,56.55433,10.36259,12.96036,1019194825510,57.15734,50.75443,160.36534,13.67244,227433,61.77678,14.9169,0.86261,1920,1024,19780225.0,20150429.0,1584931442,1584931442
0,0,0,1,0,0.0,1.0,2710,1,0,0,366,13.09441,60.71145,16.78834,0.1251,13.754,10.56094,15.45232,46.15871,16.28436,15.34547,1273999359643,57.41449,63.99119,104.64411,12.7412,1121254,64.34859,12.38242,8.97493,1280,800,20230523.0,20150915.0,1569454504,1569454504
0,1,0,0,0,1.0,0.0,2710,1,0,0,366,13.26376,67.74167,15.06656,0.19723,10.99364,13.98998,14.70276,34.90099,12.24841,11.4609,7280760680916,56.82604,51.80002,134.61897,13.19667,176927,64.32351,13.42201,1.59623,1920,800,20230523.0,20150915.0,1582208275,1582208275
0,0,0,0,1,0.0,1.0,2710,0,0,1,366,16.75161,52.37423,11.48054,0.31722,10.27289,13.42796,13.60132,56.55433,10.36259,12.96036,1019194825510,57.15734,50.75443,160.36534,13.67244,227433,61.77678,14.9169,0.86261,1920,1024,20230523.0,20150915.0,1584931442,1584931442
0,0,0,1,0,0.0,1.0,2166,0,1,0,2166,14.75871,41.08512,16.83891,0.33799,16.23515,14.27119,10.78376,70.71415,7.48658,12.89447,1703137758460,40.83663,52.55107,197.48599,13.73466,928906,42.46974,13.30138,6.33185,800,768,20120807.0,20220611.0,1625230328,1625230328
0,0,0,0,1,0.0,1.0,2166,0,1,0,2166,14.6196,46.60338,15.39753,0.02319,15.0882,12.2542,16.66131,44.76928,17.83259,12.62952,9304117055627,44.3335,44.25388,120.09195,11.04242,1454972,50.53742,12.74749,6.50502,1366,1024,20120807.0,20220611.0,1676242982,1676242982
0,0,1,0,0,1.0,0.0,2166,0,1,0,2166,16.70269,34.0735,15.19299,0.076,12.63625,12.27223,13.84135,43.61171,11.28636,14.33376,537610867100,32.03505,56.75535,279.93907,12.23922,55770,60.78201,13.15891,4.0756,1024,600,20120807.0,20220611.0,1622930984,1622930984
0,0,0,0,1,0.0,1.0,2166,0,1,0,2166,13.70134,84.46387,16.74793,0.22096,14.7372,11.85645,15.66178,77.05145,14.77068,13.21165,7175139485158,33.53204,57.80034,137.92115,13.30921,216226,41.18429,11.66585,5.68055,360,640,20120807.0,20220611.0,1600111480,1600111480
0,0,1,0,0,0.0,1.0,2166,0,1,0,2166,14.03075,65.7728,11.96316,0.16607,13.10008,10.89936,11.79403,74.11295,14.7004,12.57734,7502701471408,47.36529,24.03643,187.14503,13.02376,299234,59.25597,13.53491,6.28357,800,1024,20120807.0,20220611.0,1688628702,1688628702
0,0,0,0,1,0.0,1.0,2166,0,1,0,2166,16.42186,64.45378,16.59215,0.00579,14.40023,11.44549,16.93454,35.24907,17.30854,13.50646,2127219649191,46.08248,42.30422,256.79323,9.646,131950,48.14385,12.3256,1.9582,0,0,20120807.0,20220611.0,1642384168,1642384168
0,0,1,0,0,1.0,0.0,2166,0,1,0,2166,15.73166,67.80689,14.94073,0.35258,16.25521,14.37585,16.25713,48.06047,12.92044,14.0838,5270982696781,51.27491,41.92858,190.40725,13.7766,1018319,54.72297,13.09704,3.89977,1366,1024,20120807.0,20220611.0,1628829388,1628829388
0,0,0,0,1,0.0,1.0,2166,0,1,0,2166,16.8373,53.59377,15.32978,0.0048,13.48112,9.65515,16.5782,53.23151,18.80128,11.10048,3140046592460,52.22591,48.15978,165.85407,9.42676,1294767,45.01423,13.63127,0.41924,800,600,20120807.0,20220611.0,1607881684,1607881684
0,0,0,1,0,0.0,1.0,133,0,1,1,133,16.11462,51.86287,15.52652,0.70304,13.26919,10.819,15.3488,28.77493,12.29993,13.73736,2540296763183,47.24095,40.64719,24.58362,14.46803,25475,53.37894,14.6889,1.83246,800,1024,19551022.0,20210128.0,1544717945,1544717945
0,0,0,0,1,1.0,0.0,133,0,1,1,133,15.01886,29.34833,10.75611,0.04499,9.77823,9.85715,15.80311,60.69354,19.07739,13.37863,8606805810404,16.03258,40.95606,132.21684,11.71799,678195,53.66394,13.02157,1.75985,1024,1080,19551022.0,20210128.0,1666129543,1666129543
0,1,0,0,0,1.0,0.0,133,0,1,1,133,11.22259,44.91381,12.57223,0.00928,15.57409,7.55343,12.82755,61.67972,24.29255,12.19415,5730809028640,39.55247,24.15084,185.76279,10.16375,1070440,49.89492,12.64698,7.56201,0,0,19551022.0,20210128.0,1662316737,1662316737
0,0,0,0,1,0.0,1.0,1365,0,0,1,1365,11.8644,40.46171,16.24497,0.42048,14.81191,17.12641,12.03032,51.24981,8.51701,13.49519,2612156651845,53.95658,28.24629,201.97515,13.9532,817025,44.66254,14.42797,3.71751,1280,800,19340406.0,20150416.0,1553439661,1553439661
0,0,0,1,0,0.0,1.0,1365,0,1,1,1365,17.45615,38.05369,15.41749,0.00415,15.33573,10.85034,15.90918,61.61236,17.596,14.52265,1232348856066,22.5163,32.25333,150.6838,9.19049,139381,74.09711,14.27657,5.93387,1280,1024,19340406.0,20150416.0,1670187096,1670187096
0,0,0,0,1,1.0,0.0,2644,1,0,0,1365,11.8644,40.46171,16.24497,0.42048,14.81191,17.12641,12.03032,51.24981,8.51701,13.49519,2612156651845,53.95658,28.24629,201.97515,13.9532,817025,44.66254,14.42797,3.71751,1280,800,20011016.0,20200301.0,1553439661,1553439661
0,0,0,1,0,1.0,0.0,2644,1,0,0,1365,17.45615,38.05369,15.41749,0.00415,15.33573,10.85034,15.90918,61.61236,17.596,14.52265,1232348856066,22.5163,32.25333,150.6838,9.19049,139381,74.09711,14.27657,5.93387,1280,1024,20011016.0,20200301.0,1670187096,1670187096
0,0,0,0,1,1.0,0.0,2916,1,0,0,1365,11.8644,40.46171,16.24497,0.42048,14.81191,17.12641,12.03032,51.24981,8.51701,13.49519,2612156651845,53.95658,28.24629,201.97515,13.9532,817025,44.66254,14.42797,3.71751,1280,800,19940528.0,20160629.0,1553439661,1553439661
0,0,0,1,0,0.0,1.0,2916,0,1,1,1365,17.45615,38.05369,15.41749,0.00415,15.33573,10.85034,15.90918,61.61236,17.596,14.52265,1232348856066,22.5163,32.25333,150.6838,9.19049,139381,74.09711,14.27657,5.93387,1280,1024,19940528.0,20160629.0,1670187096,1670187096
0,0,1,0,0,0.0,1.0,1351,0,1,1,1351,12.72857,56.33448,14.08937,0.03255,15.22084,11.60168,16.54833,38.65246,20.63449,13.86398,2899468079905,41.57011,36.46179,202.67337,11.39015,1233466,60.45491,11.89465,0.70102,0,0,19361025.0,20140326.0,1694340761,1694340761
0,0,0,0,1,1.0,0.0,1351,0,0,1,1351,13.32603,48.68002,14.17588,0.00667,15.50588,12.672330852066715,16.71396,42.87032,22.30241,13.79496,6804687723504,50.50424,73.10066,202.50657,9.79916,229302,37.19671,13.41101,1.84019,0,0,19361025.0,20140326.0,1607259792,1607259792
0,1,0,0,0,1.0,0.0,1351,0,1,0,1351,15.35198,52.4071,14.82961,0.01394,12.2412,10.70486,14.35689,38.09773,15.98677,13.86884,7568235745354,49.65909,38.11117,180.37776,10.54277,761049,35.23819,12.37183,3.67014,1024,1080,19361025.0,20140326.0,1559662635,1559662635
0,0,1,0,0,1.0,0.0,2572,1,0,0,1351,12.72857,56.33448,14.08937,0.03255,15.22084,11.60168,16.54833,38.65246,20.63449,13.86398,2899468079905,41.57011,36.46179,202.67337,11.39015,1233466,60.45491,11.89465,0.70102,0,0,19520626.0,20141228.0,1694340761,1694340761
0,0,0,0,1,0.0,1.0,2572,0,0,1,1351,13.32603,48.68002,14.17588,0.00667,15.50588,12.672330852066715,16.71396,42.87032,22.30241,13.79496,6804687723504,50.50424,73.10066,202.50657,9.79916,229302,37.19671,13.41101,1.84019,0,0,19520626.0,20141228.0,1607259792,1607259792
0,1,0,0,0,0.0,1.0,2572,0,0,1,1351,15.35198,52.4071,14.82961,0.01394,12.2412,10.70486,14.35689,38.09773,15.98677,13.86884,7568235745354,49.65909,38.11117,180.37776,10.54277,761049,35.23819,12.37183,3.67014,1024,1080,19520626.0,20141228.0,1559662635,1559662635
0,0,1,0,0,0.0,1.0,2771,0,0,1,1351,12.72857,56.33448,14.08937,0.03255,15.22084,11.60168,16.54833,38.65246,20.63449,13.86398,2899468079905,41.57011,36.46179,202.67337,11.39015,1233466,60.45491,11.89465,0.70102,0,0,19530718.0,20140925.0,1694340761,1694340761
0,0,0,0,1,0.0,1.0,2771,0,0,1,1351,13.32603,48.68002,14.17588,0.00667,15.50588,12.672330852066715,16.71396,42.87032,22.30241,13.79496,6804687723504,50.50424,73.10066,202.50657,9.79916,229302,37.19671,13.41101,1.84019,0,0,19530718.0,20140925.0,1607259792,1607259792
0,1,0,0,0,0.0,1.0,2771,0,0,1,1351,15.35198,52.4071,14.82961,0.01394,12.2412,10.70486,14.35689,38.09773,15.98677,13.86884,7568235745354,49.65909,38.11117,180.37776,10.54277,761049,35.23819,12.37183,3.67014,1024,1080,19530718.0,20140925.0,1559662635,1559662635
0,1,0,0,0,0.0,1.0,362,0,1,0,362,15.92857,36.0289,11.71668,0.04525,11.52695,11.83191,15.49274,43.11147,16.40296,14.47209,3699874073479,62.67564,44.9269,253.01245,11.71677,356483,49.81961,13.87488,4.63609,1024,1024,19680422.0,20160930.0,1602601756,1602601756
0,0,0,0,1,1.0,0.0,362,0,1,1,362,13.11344,48.4686,16.28153,0.07798,14.6682,10.2366,16.22205,42.32627,18.45466,11.48219,2792546523799,58.19067,58.25303,211.73597,12.26631,881706,36.92588,13.29906,3.51273,1920,800,19680422.0,20160930.0,1628643043,1628643043
0,0,0,1,0,1.0,0.0,1229,0,1,0,1229,13.6533,50.30966,13.84765,0.1408,10.26484,12.38208,13.84459,49.87086,13.31246,14.97088,8193708689232,42.66544,47.62587,242.36578,12.86027,180270,32.00249,11.72344,3.40254,800,600,19240214.0,20210117.0,1670246397,1670246397
0,0,1,0,0,0.0,1.0,2383,0,1,0,2383,18.5664,74.19299,12.28906,0.17583,17.14278,14.22237,13.16579,56.81665,10.58084,12.95971,643941908525,64.07726,59.73948,216.25186,13.08251,390261,44.37411,12.62734,0.55188,1024,1080,19440416.0,20181108.0,1569151747,1569151747
0,0,1,0,0,1.0,0.0,1279,0,1,1,1279,16.15048,47.99437,15.12526,0.20539,11.89391,12.87997,14.02503,51.66079,10.23224,14.27829,1860064257883,43.94335,51.23463,103.38799,13.23679,1352646,29.31793,13.18611,3.68166,1024,800,19780404.0,20170625.0,1612514988,1612514988
0,0,1,0,0,1.0,0.0,1279,0,1,0,1279,16.08466,44.97271,14.47154,0.10644,16.45002,14.54126,16.76207,44.1224,14.50237,13.32666,2048333188451,65.33092,66.96103,104.89095,12.57744,422684,38.77592,13.79203,2.78442,1280,1024,19780404.0,20170625.0,1593471613,1593471613
0,0,1,0,0,1.0,0.0,1279,0,1,0,1279,16.89383,37.92151,12.96558,0.01108,16.18112,13.18386,15.56988,50.0572,16.9179,13.32855,7045544629228,45.43275,62.85213,109.00896,10.31755,470225,52.30111,12.89103,1.13932,1366,768,19780404.0,20170625.0,1626069754,1626069754
0,0,0,1,0,1.0,0.0,1279,0,1,0,1279,15.69565,43.21757,16.13928,0.22499,13.66622,9.28119,12.44916,27.7962,12.07955,12.86717,3183668223633,77.92826,64.32388,142.88649,13.32703,444824,42.91179,13.33809,1.3662,1280,1080,19780404.0,20170625.0,1635942378,1635942378
0,0,1,0,0,1.0,0.0,2883,0,0,1,1279,16.15048,47.99437,15.12526,0.20539,11.89391,12.87997,14.02503,51.66079,10.23224,14.27829,1860064257883,43.94335,51.23463,103.38799,13.23679,1352646,29.31793,13.18611,3.68166,1024,800,19400526.0,20190330.0,1612514988,1612514988
0,0,1,0,0,0.0,1.0,2883,1,0,0,1279,16.08466,44.97271,14.47154,0.10644,16.45002,14.54126,16.76207,44.1224,14.50237,13.32666,2048333188451,65.33092,66.96103,104.89095,12.57744,422684,38.77592,13.79203,2.78442,1280,1024,19400526.0,20190330.0,1593471613,1593471613
0,0,1,0,0,0.0,1.0,2883,0,0,1,1279,16.89383,37.92151,12.96558,0.01108,16.18112,13.18386,15.56988,50.0572,16.9179,13.32855,7045544629228,45.43275,62.85213,109.00896,10.31755,470225,52.30111,12.89103,1.13932,1366,768,19400526.0,20190330.0,1626069754,1626069754
0,0,0,1,0,1.0,0.0,2883,0,1,0,1279,15.69565,43.21757,16.13928,0.22499,13.66622,9.28119,12.44916,27.7962,12.07955,12.86717,3183668223633,77.92826,64.32388,142.88649,13.32703,444824,42.91179,13.33809,1.3662,1280,1080,19400526.0,20190330.0,1635942378,1635942378
0,0,0,0,1,1.0,0.0,2266,0,1,1,2266,14.7732,46.03359,11.80386,0.01744,11.99321,12.06752,15.58509,44.17064,18.38575,13.8321,4690345364989,31.20133,53.77104,129.13945,10.76372,704636,40.58359,15.53753,3.3212,1024,768,20050421.0,20200829.0,1693387769,1693387769
0,0,0,0,1,1.0,0.0,2266,0,1,1,2266,18.53668,60.39344,14.32168,0.01729,13.22061,9.49099,13.61722,41.37611,13.99416,14.53446,8436713539858,36.801,63.88075,122.08116,10.76781,1286366,52.31061,14.43035,2.20453,1280,1024,20050421.0,20200829.0,1663213675,1663213675
0,0,0,0,1,1.0,0.0,2266,0,1,1,2266,14.12087,70.7302,15.21972,0.0207,11.08924,10.67692,16.70912,57.54347,18.15644,13.39503,6880322558076,37.85814,70.20152,193.06851,10.92716,864267,44.83592,13.17857,3.56114,0,0,20050421.0,20200829.0,1586944516,1586944516
0,1,0,0,0,1.0,0.0,2266,0,1,1,2266,14.99892,42.66504,14.41691,0.02789,14.88951,12.02262,15.08464,50.72434,16.66161,15.08147,3418096001141,43.15162,44.6713,74.94831,11.23189,1140264,48.96544,13.91052,4.38416,0,0,20050421.0,20200829.0,1583908331,1583908331
0,0,0,0,1,1.0,0.0,2583,1,0,0,2266,14.7732,46.03359,11.80386,0.01744,11.99321,12.06752,15.58509,44.17064,18.38575,13.8321,4690345364989,31.20133,53.77104,129.13945,10.76372,704636,40.58359,15.53753,3.3212,1024,768,19400929.0,20170111.0,1693387769,1693387769
0,0,0,0,1,0.0,1.0,2583,0,0,1,2266,18.53668,60.39344,14.32168,0.01729,13.22061,9.49099,13.61722,41.37611,13.99416,14.53446,8436713539858,36.801,63.88075,122.08116,10.76781,1286366,52.31061,14.43035,2.20453,1280,1024,19400929.0,20170111.0,1663213675,1663213675
0,0,0,0,1,0.0,1.0,2583,0,0,1,2266,14.12087,70.7302,15.21972,0.0207,11.08924,10.67692,16.70912,57.54347,18.15644,13.39503,6880322558076,37.85814,70.20152,193.06851,10.92716,864267,44.83592,13.17857,3.56114,0,0,19400929.0,20170111.0,1586944516,1586944516
0,1,0,0,0,1.0,0.0,2583,0,0,1,2266,14.99892,42.66504,14.41691,0.02789,14.88951,12.02262,15.08464,50.72434,16.66161,15.08147,3418096001141,43.15162,44.6713,74.94831,11.23189,1140264,48.96544,13.91052,4.38416,0,0,19400929.0,20170111.0,1583908331,1583908331
0,0,0,0,1,1.0,0.0,2718,0,0,1,2266,14.7732,46.03359,11.80386,0.01744,11.99321,12.06752,15.58509,44.17064,18.38575,13.8321,4690345364989,31.20133,53.77104,129.13945,10.76372,704636,40.58359,15.53753,3.3212,1024,768,20071124.0,20180920.0,1693387769,1693387769
0,0,0,0,1,1.0,0.0,2718,0,1,1,2266,18.53668,60.39344,14.32168,0.01729,13.22061,9.49099,13.61722,41.37611,13.99416,14.53446,8436713539858,36.801,63.88075,122.08116,10.76781,1286366,52.31061,14.43035,2.20453,1280,1024,20071124.0,20180920.0,1663213675,1663213675
0,0,0,0,1,1.0,0.0,2718,0,1,0,2266,14.12087,70.7302,15.21972,0.0207,11.08924,10.67692,16.70912,57.54347,18.15644,13.39503,6880322558076,37.85814,70.20152,193.06851,10.92716,864267,44.83592,13.17857,3.56114,0,0,20071124.0,20180920.0,1586944516,1586944516
0,1,0,0,0,1.0,0.0,2718,0,1,1,2266,14.99892,42.66504,14.41691,0.02789,14.88951,12.02262,15.08464,50.72434,16.66161,15.08147,3418096001141,43.15162,44.6713,74.94831,11.23189,1140264,48.96544,13.91052,4.38416,0,0,20071124.0,20180920.0,1583908331,1583908331
0,0,0,1,0,0.0,1.0,1941,0,0,1,1941,15.98214,43.81703,14.5013,0.01385,12.84232,10.59725,15.0718,68.71886,16.66692,12.86153,8889871891151,24.33113,30.01693,254.98554,10.53604,443706,59.72042,13.38058,4.13926,1920,600,19720426.0,20220703.0,1608161547,1608161547
0,0,0,1,0,0.0,1.0,3331,0,1,1,1941,15.98214,43.81703,14.5013,0.01385,12.84232,10.59725,15.0718,68.71886,16.66692,12.86153,8889871891151,24.33113,30.01693,254.98554,10.53604,443706,59.72042,13.38058,4.13926,1920,600,19990817.0,20180416.0,1608161547,1608161547
0,0,0,0,1,1.0,0.0,282,0,0,1,282,15.23305,45.49844,14.88414,0.09539,11.46401,12.31455,13.94054,60.25473,12.17117,12.83267,1171194693374,34.85349,78.60239,139.97692,12.46949,446583,79.0559,12.24271,3.80408,1280,768,20131216.0,20201219.0,1618662415,1618662415
0,0,0,1,0,0.0,1.0,282,0,1,1,282,12.97491,79.42623,12.39832,0.00191,9.13576,11.41242,16.54185,43.54846,22.0805,11.33076,5106171406223,25.29362,42.66713,242.49973,8.36752,129707,79.45967,11.24424,3.02588,1920,1024,20131216.0,20201219.0,1627889933,1627889933
0,0,0,1,0,1.0,0.0,282,0,1,0,282,17.25434,56.98694,14.48494,0.71634,16.51396,14.08743,13.66743,51.24013,9.14652,13.78521,5234292658570,80.52758,52.25345,208.12947,14.48655,604167,57.44464,12.6173,2.92883,1920,1080,20131216.0,20201219.0,1680395270,1680395270
0,0,0,0,1,0.0,1.0,3323,0,1,0,282,15.23305,45.49844,14.88414,0.09539,11.46401,12.31455,13.94054,60.25473,12.17117,12.83267,1171194693374,34.85349,78.60239,139.97692,12.46949,446583,79.0559,12.24271,3.80408,1280,768,19100726.0,20141231.0,1618662415,1618662415
0,0,0,1,0,0.0,1.0,3323,1,0,0,282,12.97491,79.42623,12.39832,0.00191,9.13576,11.41242,16.54185,43.54846,22.0805,11.33076,5106171406223,25.29362,42.66713,242.49973,8.36752,129707,79.45967,11.24424,3.02588,1920,1024,19100726.0,20141231.0,1627889933,1627889933
0,0,0,1,0,0.0,1.0,3323,0,1,0,282,17.25434,56.98694,14.48494,0.71634,16.51396,14.08743,13.66743,51.24013,9.14652,13.78521,5234292658570,80.52758,52.25345,208.12947,14.48655,604167,57.44464,12.6173,2.92883,1920,1080,19100726.0,20141231.0,1680395270,1680395270
0,0,0,1,0,1.0,0.0,1238,0,0,1,1238,13.23474,43.54674,15.837,0.06901,14.97518,11.00653,15.55621,72.37803,17.66356,12.05768,2928305733356,77.49061,52.76132,39.74707,12.14527,1129400,58.60852,13.10295,3.34999,1366,768,19310113.0,20150731.0,1583516213,1583516213
